rec_1_field_encoded,rec_1_probability,rec_1_match_level_code,rec_2_field_encoded,rec_2_probability,rec_2_match_level_code,rec_3_field_encoded,rec_3_probability,rec_3_match_level_code,rec_4_field_encoded,rec_4_probability,rec_4_match_level_code,rec_5_field_encoded,rec_5_probability,rec_5_match_level_code
1,94.28623962402344,5,0,2.832961082458496,1,7,1.3111166954040527,1,4,0.7090301513671875,1,3,0.27628907561302185,1
